Tweet,Nilai,,Tidak Percaya,Percaya
"Ini klaim ngawur. BPOM blum pernah memberi izin uji klinis fase II.

Baca: ""Tidak ada izin uji klinik fase II yang dikeluarkan oleh BPOM untuk vaksin Nusantara,"" kata Rizka saat dihubungi CNNIndonesia, Rabu (14/4). https://t.co/mp4v1GGygJ https://t.co/LS4k5sbE2a",Tidak Percaya,,,
"BPOM menyebut ada banyak temuan dari uji klinis sebelumnya yang belum dibereskan oleh tim peneliti Vaksin Nusantara, salah satunya soal sterilitas dalam pembuatan vaksin.

https://t.co/EHHa4inDh3",Tidak Percaya,,,
Denmark menyetop permanen vaksinasi AstraZeneca karena memicu pembekuan darah. Bagaimana nasibnya di Indonesia? Begini kata Kemenkes RI. https://t.co/PQJvUIpltA,Tidak Percaya,,,
"Denmark akan secara permanen berhenti memberikan vaksin Covid-19 AstraZeneca, yang akan menunda peluncuran vaksinasi di Denmark beberapa minggu. Tanpa suntikan J&amp;J dan AstraZeneca, para ahli memperingatkan bahwa program vaksinasi Denmark mungkin tidak selesai sebelum akhir tahun.",Tidak Percaya,,,
"@thearuum Karena ada efek samping penggumpalan darah pada wanita usia 60 thn ke bawah mbak.
Gejalanya bisa muncul sampai dgn 2 minggu setelah vaksin.",Tidak Percaya,,,
"Ketua Satgas COVID-19 IDI, Sebut Vaksin Nusantara Ada Keganjilan https://t.co/fDLNl4Ngb4",Tidak Percaya,,,
"ex menkes Terawan vs IDI (Ikatan Dokter Indonesia) rasanya bukan kali ini aja yg kontroversial. toh sblmnya ttg konsep terapi cuci otak jg di kritik abis abisan sm IDI. apalah jugaaa itu skrg vaksin nusantara, BPOM aja ndak setuju apalagi IDI. duhkah aneh aneh aeee",Tidak Percaya,,,
Denmark Putuskan Setop Penggunaan Vaksin AstraZeneca https://t.co/wMEWQwCPo4,Tidak Percaya,,,
"Pemerintah melaporkan enam kasus pengumpalan darah, termasuk satu meninggal dunia, dua pekan setelah warga AS mendapatkan satu dosis vaksin covid-19.
  https://t.co/3yrzDK9IvE",Tidak Percaya,,,
"@03__nakula @KemenkesRI @BudiGSadikin @MudasirRomini @vita_AVP @veraagustian_ @NesyaZhafira @BenkKendal @PretiWn @Wildan_Juli @antasena_wisesa @Widyarenee @wahyujoehidayat Belum ada yg bisa menjelaskan dan yg bertanggung jawab, jika vaksin Nusantara itu asli Indonesia? Dan belum ada yg menjelaskan kepada publik tentang uji klinis dari vaksin Nusantara?",Tidak Percaya,,,
Penelitian vaksin besutan eks Menteri Kesehatan Terawan Agus Putranto ini dihentikan sementara dan belum mendapat izin lanjut ke fase uji klinik II. #kumparanNews https://t.co/Nl8egrQEhM,Tidak Percaya,,,
"Respons Antibodi Vaksin Nusantara Disorot, Dinilai Tak Konsisten dengan Dosis yang Diberikan https://t.co/tG15dgWJZc",Tidak Percaya,,,
"Cuma aku mau nanya ke dokter aja nanti siang bagusnya yg mana. Gak ada yg tau apa reaksinya kalau vaksin pertama astrazeneca dan yg keduanya Pfizer-Biontech atau Moderna.

Apa kami juga bakal divaksin yg ketiga kalinya? Gak ada yg tau juga 😅😅",Tidak Percaya,,,
"SMS sampah terus yang masuk, SMS woro-woro giliran vaksin kagak pernah masuk. Ampas!! 😒😒😒 https://t.co/vspeFCLz8i",Tidak Percaya,,,
Kenapa urusan vaksin jadi ribet begini? #fucksin :) https://t.co/9mM3wHIKKe,Tidak Percaya,,,
@KompasTV Siapa bisa jamin semua vaksin yg di rekom who dan IDI itu aman?? 🤣🤣🤣 ngga ada kan yg bisa jamin.. Preeet lah kelien,Tidak Percaya,,,
@SMBS_rio @iamdluhansa @yunartowijaya Terus apa bedanya dengan vaksin yg sudah ada ??,Tidak Percaya,,,
"@MrsRachelIn Siapa yg bisa membuktikan bahwa Vaksin Nusantara adalah asli dari Indonesia? mungkin hanya dikembangkan di Indonesia tapi bukan asli Indonesia, dan apakah SDH ada penjelasan secara detail dari pihak yg memproduksi vaksin Nusantara?
Yang jelas utk rakyat Indonesia TDK boleh main2.",Tidak Percaya,,,
@KompasTV ada apa dengan vaksin nusantara ? apa dibalik vaksin nusantara ? kelompok kepentingan yg mana yg sedang tarik menarik terhadap vaksin nusantara ini ?? hmmm,Tidak Percaya,,,
@subschfess Kalau gitu tunggu info lanjutan dr ltmpt. Susah jua si buat tes gini dimasa pandemi walaupun udah di vaksin ga nutup kemungkinan untuk ttp positif C-19,Tidak Percaya,,,
@fitrian Ini banyak dikhawatirin orang ya.. Pada ragu mo vaksin krn takut batal puasa,Tidak Percaya,,,
Johnson &amp; Johnson mengungkapkan adanya kasus pembekuan darah yang dialami relawan vaksin COVID-19. Tercatat dua relawan mengalami pembekuan darah. https://t.co/JK4X2r3e0q,Tidak Percaya,,,
"Lucu deh baca artikel berita tentang Vaksin N nya pak ex menteri. Jelas2 penelitiannya gak sesuai cpob (cara pembuatan obat yg baik) makanya gak dapet ijin bpom. 

Terus malah si bapak2 dpr juga ngotot buat tetep dilaksanain uji klinis tahap 2nya.",Tidak Percaya,,,
"Banyak dari mereka yang mengalami pembekuan darah setelah mendapat vaksin Covid-19, rupanya memiliki hasil tes positif antibodi trombosit 4 atau PF4. https://t.co/nUCazxgsJz",Tidak Percaya,,,
Italia menjadi negara berikutnya yang menahan penggunaan vaksin COVID-19 Johnson &amp; Johnson karena isu pembekuan darah. #TempoDunia https://t.co/NsduFjPNWr,Tidak Percaya,,,
"BPOM menemukan sejumlah kejanggalan pada pengembangan vaksin Nusantara. Selain pengujian belum memenuhi standar ilmiah, vaksin ini berpotensi mengakibatkan efek samping bagi tubuh manusia. Berikut ini rinciannya. #korantempodigital #KoranTempo https://t.co/D8tYT7r04a https://t.co/69xZx1QWSG",Tidak Percaya,,,
"Waduh, Peneliti Vaksin Nusantara Disebut Abaikan Koreksi BPOM? 

Vaksin Nusantara itu bukan untuk vaksin covid tapi vaksin politik.

https://t.co/QhesWkAm0E",Tidak Percaya,,,
"Terawan jadi menteri kesehatan ngurusi data pasien covid aja nyembunyiin data. Terus berharap dpi bikin vaksin ngasih tahu data penelitiannya?

Mimpi kamu, dek! https://t.co/buoNV5nLYT",Tidak Percaya,,,
@PakAhmadUtomo @ismailfahmi Saya melihat vaksin satu ini ada unsur politisnya. Terlihat dari ngotonya bbrp anggota dpr,Tidak Percaya,,,
Rencana Pemberian Vaksin Nusantara ke Anggota DPR Dianggap Ganjil https://t.co/DlYpVH9zoi,Tidak Percaya,,,
@politikana Od money Golkar mungkin banyak yg dimintain sumbangan buat muterin vaksin amrik ini jadi punya terawan kali?,Tidak Percaya,,,
"@drpriono1 @BPOM_RI Yg penting jgn pakai standar ganda, emang BPOM memeriksa langsuñg proses pembuatan vaksin ke Cina dan Amerika, katanya hanya berdasar laporan, lha gmn bisa menerapkan standard berbeda dg Vaksin Nusantara,?",Tidak Percaya,,,
"@penyejuk_hati_ @DivHumas_Polri lha?
belum terbukti secara klinis, lalu sudah ngaku2 ampuh dan dipakaikan ke orang, itu ga beda sama vaksin palsu...

buktikan dulu itu ampuh, baru jadi vaksi asli 😊",Tidak Percaya,,,
"Apa itu uji klinis, yg penting bisnis. Kudu cepet jadi vaksin. Makin cepet jadi makin cuan. Sebelum permintaan sedikit stok banyak, harga jadi murah, bisa bisa ga laku 🤣. Mantep emang politikus negara tetangga. https://t.co/9difzme50m",Tidak Percaya,,,
BPOM: Peneliti Vaksin Nusantara Orang Asing dan Tidak Berizin https://t.co/ROGjEW5nh5,Tidak Percaya,,,
BPOM menilai dokumen CPOB dan hasil uji klinis fase I vaksin Nusantara gagasan Terawan belum sesuai kaidah penelitian. Baca selengkapnya di #CNNIndonesia https://t.co/KQSTGAGZLk,Tidak Percaya,,,
Makanya gw against what they call vaksin nusantara.. akal2an biar dapet kue gede vaksin doang https://t.co/0qfRSI9hUk,Tidak Percaya,,,
@KompasTV @BossTemlen vaksin nusantara kok 100% teknologi avita USA..nusantara cabang UD ya..mwkwkwkwk,Tidak Percaya,,,
@kompascom Dan impornya dari Amerika pula. Udah tau Amerika bermasalah soal vaksin,Tidak Percaya,,,
Inilah Kesalahan Uji Klinis Vaksin Fase 1 Buatan Terawan yang Menyebabkan BPOM Belum Mengizinkan Untuk Fase Tahap 2 https://t.co/xx06uzyXtD,Tidak Percaya,,,
"Lagi-lagi negara ini cuma dibuat mainan oleh pejabat yang berkepentingan...

Bikin vaksin? Mimpi.
Sillicon valley? Jualan resort.
Prokes? Senjata pidana.

Mau dibawa kemana lagi bangsa ini??? https://t.co/jLsfLeFZUV",Tidak Percaya,,,
"Vaksin itu bukan di Nusantarakan, tapi di uji Klinis kan.

Gimana pemikiran anggota @DPR_RI  Komisi IX ini.

Adeeeuuuuhhhhh. Gkgkgkgkgk
 https://t.co/kHPXvUW2jn",Tidak Percaya,,,
"@TirtoID Ini kacau benar. Phase I saja belum lewat, vaksin sudah diberikan ke mereka yang “berminat”. Kalau misalnya diberikan dalam rangkaian penelitian, peserta vaksinasi haruslah sesuai dengan kriteria yang sudah ditetapkan peneliti.",Tidak Percaya,,,
@leksa @DivHumas_Polri Woi.. Emangnya dia bikin vaksin palsu?,Tidak Percaya,,,
"Eaaahhh B Penny mau cari pembenaran untuk impor vaksin.
Unrespect !!!

https://t.co/5kF8q6AYMY",Tidak Percaya,,,
"Bagus juga kalau begitu, dan karena Vaksin, semua terkena Virus China
 https://t.co/5K2Rzq4czd",Tidak Percaya,,,
"Bolsonaro meremehkan pandemi sejak awal, menganggap covid-19 sebagai flu kecil, meragukan efektivitas masker dan vaksin, serta terus melakukan kampanye menentang tindakan penguncian.
  https://t.co/25vR2bvs5x",Tidak Percaya,,,
"Sebabkan Pembekuan Darah Denmark Hentikan Pakai Vaksin AstraZeneca, 2,4 Juta Dosis Ditarik https://t.co/HsrTGYwotE",Tidak Percaya,,,
@kompascom Vaksin rasa pulitik~,Tidak Percaya,,,
"Biarkan saja mereka yg percaya vaksin ""karya anak bangsa"" toh resiko di tangan mrk sendiri..",Tidak Percaya,,,
Dah lah. Ga ush steril. Ga ush vaksin,Tidak Percaya,,,
"Badan POM: Keamanan dan Efektivitas Vaksin Nusantara Belum Meyakinkan, Komponennya Produk Impor #badanPOM #vaksinnusantara 

Selengkapnya--&gt; https://t.co/nfYxObB7Se https://t.co/sgKtHTUMb4",Tidak Percaya,,,
"Bohongi Rakyat dan Jokowi, Ahli Epidemiologi Ungkap Vaksin Nusantara Penelitian Asing dan Tak Sesuai Standar
https://t.co/jjjnvv6NKv https://t.co/eM8LYoypEG",Tidak Percaya,,,
"@martiramatir Tiap pengujian itu jg ada standar2nya.. Biasanya merujuk ke standar yg dikeluarkan FDA ato ISO.. Ya kalau Vaksin Nusantara dibilang ga layak, berarti dlm prosedur pembuatannya ada yg ga sesuai dgn standar2 pengujian kelayakan dari FDA atau ISO itu..",Tidak Percaya,,,
"Amerika Syarikat, Afrika Selatan dan Kesatuan Eropah (EU) memutuskan untuk menghentikan sementara suntikan vaksin J&amp;J selepas kes darah beku dilaporkan. 

https://t.co/u150gr1lCa
#onenews #COVID19 #vaksin https://t.co/prOnr6PWcX",Tidak Percaya,,,
"4) Data tidak transparan. Hingga kini ilmuwan independen seperti saya tidak bisa mengakses data hasil uji klinis fase 1. Padahal dalam pengembangan vaksin covid lainnya, semua melaporkan dan mempublikasikannya secara luas sehingga bisa dianalisa oleh ilmuwan lainnya.",Tidak Percaya,,,
"Vaksin Nusantara , vaksin individual, perlu Kajian lanjut 🙏
#VAKSINNUSANTARA https://t.co/rHcaYMvhBU",Tidak Percaya,,,
"@pengarang_sajak Gak Apa , Vaksin Rusia Saja Tidak Di Akui Eropa Dengan Berbagai Alasan",Tidak Percaya,,,
"emang bener yang dikata bokap, jangan vaksin. https://t.co/A4rwqLPpmy",Tidak Percaya,,,
"Masih bingung dengan urgensi vaksin Nusantara yang belum lolos uji klinis fase 1 oleh BPOM tapi tetap dilanjutkan ke fase 2.

Hidup orang kok kayak ga ada harganya
Otak gw belum nyampe dengan pola pikir politikus",Tidak Percaya,,,
"Vaksin NUSANTARA ... Karya Anak Bangsa 

Hiyaaaa ... Pada PANIK ... 
RAKYAT dijadikan Kelinci percobaan. https://t.co/xPulstdlG2",Tidak Percaya,,,
"😱😱😱 

71% Relawan Vaksin Nusantara Alami Kejadian Tak Diinginkan, 6 Orang Gejala Berat | https://t.co/fj1SPa7Gjf",Tidak Percaya,,,
"Data studi di BPOM mencatat 20 dari 28 subjek atau 71,4 persen relawan uji klinik fase I virus Nusantara mengalami Kejadian Tidak Diinginkan. https://t.co/ABEs0aeILv",Tidak Percaya,,,
"Perkembangan virus corona global pada Kamis (15/4/2021), termasuk laporan kasus pembekuan darah penerima vaksin J&amp;J. https://t.co/Ap8F6RWCvf",Tidak Percaya,,,
"Penny mengklaim tahapan riset dan pengembangan Vaksin Nusantara belum memenuhi sejumlah standar yang ditetapkan BPOM.
-
VIDEO: Ini Alasan BPOM Belum Setujui Vaksin Nusantara https://t.co/FcUX4eqJdZ",Tidak Percaya,,,
Fraksi PDIP Tidak Ikut Vaksin Nusantara di RSPAD | Publicanews Nasional https://t.co/OUS6civWi5,Tidak Percaya,,,
"@KompasTV @BossTemlen Yg bisa menjamin vaksin Nusantara ya bangsa sendiri.....kyk gini kok msh bertanya!!!, emang loe bangsa apa bukankah hidup di nusantara",Tidak Percaya,,,
BPOM Menyoal Vaksin Nusantara: Produksi Tak Steril hingga Peneliti Tak Berizin – Kumparan- https://t.co/hLF3jHvzPk https://t.co/FIUVnQmcmy,Tidak Percaya,,,
"BPOM: 71,4 Persen Relawan Uji Vaksin Nusantara Alami Kejadian Tak Diinginkan https://t.co/KDbC0pRoG5",Tidak Percaya,,,
BPOM Menyoal Vaksin Nusantara: Produksi Tak Steril hingga Peneliti Tak Berizin – Kumparan https://t.co/ELSjKhltgn,Tidak Percaya,,,
"@yunartowijaya Emang ada vaksin yang sudah di ujicoba secara klinis?
Atau kita lah kelinci percobaannya?",Tidak Percaya,,,
@jswngchan ngk mau suntik silikon..suntik vaksin aja gw takut,Tidak Percaya,,,
"Bapak @jokowi saya bingung ttg Vaksin covid. Apakah vaksin aman atau tdk? Kenapa setelah divaksin orang meninggal? Bukannya sebelum divaksin itu dicek terlebih dahulu oleh tenaga medis? Dan orang yg mau divaksin sdh bilang memiliki byk penyakit, knp tenaga medis tdk menolak?",Tidak Percaya,,,
BPOM konsisten menyatakan penelitian vaksin Nusantara tidak sesuai standar mulai dari produksinya yang tidak steril hingga peneliti tak berizin. #kumparanNEWS https://t.co/CtlC4mVG0V,Tidak Percaya,,,
"Aneh..
Nyawanya pada ada berapa dah berani banget divaksin dengan barang yang tidak berizin BPOM.
Kosmetik aja bahaya kalo ga ada izin BPOM..ini vaksin loh https://t.co/RuK7IWHJ4D",Tidak Percaya,,,
"Haduh minggu depan vaksin, agak serem ya🥲",Tidak Percaya,,,
vaksin tu juga buat jadi bahan politik. bodo punya orang,Tidak Percaya,,,
@fadlizon Hehehe vaksin yg malah bikin banyk org mati itu juga melawan populasi kan yah gmana mnurut bapak?,Tidak Percaya,,,
"@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI apapun itu vaksinnya,jujur atau bohongan tetap saja rakyat harus mau divaksin.terutama bagi mereka dibawah tekanan kantor yg wajib vaksin.bagaimana cara menolaknya?",Tidak Percaya,,,
@KompasTV @BossTemlen Siapa yg bs menjamin semua vaksin??!!!!,Tidak Percaya,,,
@KompasTV Emang klian bisa mnjamin keamanan vaksin China?,Tidak Percaya,,,
"Kasus Pembekuan Darah, Penangguhan Vaksin Johnson &amp; Johnson Berlanjut https://t.co/DghADnKsBL",Tidak Percaya,,,
"@liputan6dotcom kalo setengah"" mending gak usah buat vaksin buat beli nasi padang aja penambah imun👍😋🔨",Tidak Percaya,,,
"(1/5) Uji sinovac unt fase 1 &amp; 2 sdh dilak di Tiongkok. Kita laks uji fase 3 dg 1600 rlwn pd Agt 2020. Hslnya, tk efikasi sktr 65%, di atas standard WHO 50%. BPOM sdh klrkan ijin. Tp kita ttp ragu, smp minta Pres divaksin duluan 😅 https://t.co/2gZ3oEi92w",Tidak Percaya,,,
"Nah ini bahasan MUN mingdep, ada urgensi utk bikin vaksin Covid cm ternyata keamanan dalam pembuatannya tidak terjamin

Lah ngaco https://t.co/h5PEGWm0A6",Tidak Percaya,,,
"Pro Kontra Vaksin Nusantara, Epidemiolog Minta Pemerintah Stop Lakukan Uji Klinis https://t.co/0Vh9DFHzAA",Tidak Percaya,,,
"""ini amit amit ya, kalau kena covid--"" apa itu vaksin pfizer? kita mah pake vaksin amit amit",Tidak Percaya,,,
"@FKadrun Mending dibebasin aja orang bisa milih vaksin berbayar tp merk lain yg sudah di akui WHO. Kayak moderna,pfizer,astrazeneca,sputnik,johnson,dll. Orang takut vaksin kebanyakan krn takut vaksin cina,takut jd kelinci percobaan",Tidak Percaya,,,
"@SilumanRi Vaksin buatan cina? Semua vaksin covid19 punya kadungan zat yg berbahaya apalagi Pfizer,Moderna yang otak atik DNA atau Astra Zeneca yg telah di larang di belasan negara",Tidak Percaya,,,
"@Khairykj YB, harap jangan bawa masuk vaksin Astra Zeneca, Pfizer &amp; Sinovac ngam",Tidak Percaya,,,
"Kalau baca beritanya, efek samping pembekuan darah ditemukan di 86 org pd AstraZeneca (sebagian kena ke wanita di bwh 60 thn), 35 org pd Pfizer, dan 5 org pd Moderna. https://t.co/auvrQb18QW",Tidak Percaya,,,
Kok jadi ngeri ya AstraZeneca ini. Mending CoronaVac atau Pfizer.,Tidak Percaya,,,
"Cuma aku mau nanya ke dokter aja nanti siang bagusnya yg mana. Gak ada yg tau apa reaksinya kalau vaksin pertama astrazeneca dan yg keduanya Pfizer-Biontech atau Moderna.

Apa kami juga bakal divaksin yg ketiga kalinya? Gak ada yg tau juga 😅😅",Tidak Percaya,,,
"Apakah vaksin Astra zeneca, pfizer, moderna sinovac dll sdh melakukan uji klinis efek sampingnya ?
Bahkan mrk menolak digugat jk ada cacat/kematian akibat vaksin.
Itu artinya rakyat Indonesia dijadikan kelinci percobaan. https://t.co/z1tza2AeDb",Tidak Percaya,,,
"Iya ya bukan keputusan kolektif dpr,paling geng nya si gemblung saleh daulay🤣,vaksin apaan uji klinis aja kaga lulus,paling banter dia impor vaksin luar,pfizer atau moderna,tapi klaim2suntik vaksin nusantara,🤣manusia2 shinting @drdickybudiman @sofiesyarief @tvOneNews @KompasTV https://t.co/lgCEcOEcFx",Tidak Percaya,,,
@siwonjowo iyaaa katanya gtu..kantorku pake moderna..aman ga sih? Hahaha,Tidak Percaya,,,
@Isfy_fav @zarazettirazr @KompasTV coy @Isfy_fav di negara produsennya juga awalnya vaksin sinovac dan vaksin astrazeneca ada fase2nya kan dan akhirnya boleh ? lalu knpa vaksin nusantara seperti 'dihalang2i' sejak awal ? lagipula mendingan ga usah divaksin aja deh apapun merknya,Tidak Percaya,,,
@KompasTV siapa bisa menjamin vaksin nusantara ? lalu siapa yg bisa menjamin vaksin sinovac ? yg bisa menjamin vaksin astrazeneca ? mendingan ga usah divaksin deh apapun namanya,Tidak Percaya,,,
"@_retnodewi Masalah karya anak bangsa atau dst itu politik dan bisnis kata aku. Dimana negara kita sendiri kita harus akui ini pandemi dijadiin bisnis sejak awal. Jadi yhaaaaa gitu deh lol.

Sinovac efikasi rendah resiko rendah
Astra efikasi tinggi resiko tinggi",Tidak Percaya,,,
@cacobocil @drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pendukung sinovac sm zeneca marah nih ye @cacobocil apapun jenis vaksinnya mendingan tidak usah divaksin,Tidak Percaya,,,
@_retnodewi Tapi kalo baca utas itu.. sama sinovac ga ada bedanya juga. Perlu diingat juga sih kak sinovac dan astra setahu aku juga belom ada izin edar bpom adanya izin pemakaian darurat. Astra faktanya di beberapa negara diberhentikan. Yg baru bgt di Denmark diberhentikan.,Tidak Percaya,,,
@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pembohongan publik ? kalo vaksin sinovac dan zeneca tidak bermasalah ya ? tapi tetap aja sih apapun vaksinnya mendingan tidak perlu divaksin,Tidak Percaya,,,
@Mi73Hel @TeddyGusnaidi @PakAhmadUtomo dapet info katanya di indonesia fasilitas uji vaksin belum memadai? terus pas uji vaksin sinovac dan satunya lagi gimana ntuh? jujur aku sbg rakyat awam bingung 😳,Tidak Percaya,,,
"@katzen_jammer Anehnya...terhadap Vaksin Sinovac, Pfizer, AztraZeneca, Moderna bahkan Johnson &amp; Johnson tidak ada yg ""berani"" ajukan rentetan pertanyaan2 yg sama?!? 🧐🤔🙄",Tidak Percaya,,,
"Jika 1 Vaksin agent nya bs cuan bersih 20rb aja, maka 1 juta Vaksin sdh untung 20 M... 

jika penduduk Indonesia adalah 270,2 juta jiwa, maka cuan sang Agent 5.4 T... GILAKKKK

#COVID19Vaccine 
#Sinovac",Tidak Percaya,,,
"Polemik Vaksin ternyata diduga terkait ""Politik Dagang"" Vaksin... 

Berebutlah kue"" tuk nyupply Vaksin tsb.

#VaksinUntukKita 
#CovidVaccine 
#Sinovac",Tidak Percaya,,,
"Jika Vaksin Sinovac blm di approved by WHO, apakah bertanda kita sedang di jadikan Kelinci Percobaan nya Vaksin?

#COVID19Vaccine 
#Sinovac",Tidak Percaya,,,
"Ada yang tahu ngga kalau Vaksin Sinovac itu belum di approved oleh WHO?

@BudiGSadikin 
@KemenkesRI 
@jokowi 
@FiersaBesari 
@satgascovid19id https://t.co/4kUU1h4KvX",Tidak Percaya,,,
"Bodo amat lah. Vaksin nusantara kek, vaksin Sinovac lah, rakyat cuma bisa nerima doang. Mau itu hsil poltik atau hasil uji ilmiah. Gausah gaduh. Yang bela pak Terawan dapet apa? Yang ngritik dapet apa?",Tidak Percaya,,,
"@MrsRachelIn Kalau bapak yang satu ini pasti politik dan bisnis lah.... 😉
Wong beliau sudah di vaksin dengan sinovac... 
Waktu datang ke RSPAD, beliau hanya diambil sample darah, bukan di vaksin...",Tidak Percaya,,,
"@Aaibadz @yunartowijaya Bukannya waras, takut sinovac ke ganggu, mereka kan yg paling nasionalisme se Indonesia,tapi kalo urusan duit nasionalisme minggir dulu...",Tidak Percaya,,,
"@KompasTV @pendekar58 Siapa juga yg bisa menjamin vaksin Sinovac, pfizer, astrazaneka, dll tidak menimbulkan masalah...",Tidak Percaya,,,
@drpriono1 @agussari @BPOM_RI Berati vaksin sinovac ama astra ga rekomended,Tidak Percaya,,,
"Sinovac sampai sekarang belum dapat persetujuan FDA Amerika, gak heboh tuuuh.

Dikutip dari Reuters lhoo - https://t.co/fazzcHtU2r https://t.co/9BEbGyt7Jl",Tidak Percaya,,,
"Cari alasan tu yang ilmiah dikitlah @BPOM_RI 
Memangnya Vaksin Sinovac itu bahannya dari dalam negeri semua? 
https://t.co/hJnbCfTkmc",Tidak Percaya,,,
"Ada yang baru tau vaksin sinovac belum tersetifikasi Who? 🙄
#onproseskatanya",Tidak Percaya,,,
