Tweet,Nilai,,
"Datang sesuai dengan waktu yang ditetapkan kepada anda, tidak perlu datang dua jam lebih awal atau tiga jam lebih awal - Dr Annuar

https://t.co/L72sszgBSl",,,
@YaMulBuBu Tp temen gw yg pakai jenis vaksin lain gak kenapa napa tw..,,,
"@nikalamin_ aku harap lepas cucuk vaksin, aku jadi handsome macam psj",,,
Yang taknak amik vaksin tu please jangan hasut orang lain yang nak amik vaksin 😑 https://t.co/rYCoSwzVOQ,,,
"Pakcik makcik ni ramai pulak takleh nak mai cucok vaksin. Ada anak tak bagi, anak taknak bawak, takde orang lain nak bawak. Warga emas mostly biasa takde transport. Anak yg daftarkan duduk jauh",,,
Oh btw org2 kerja manufacturing x cuti ye.. Depa keja mcm biasa since mco yg. Lockdown tu. Bagi aku dorg layak diberi vaksin compare to royal/pemain bola/politicians yg x masuk Parliament.,,,
"@takterqyira @amr_hmzhrfk @AdibahOj @pedoqpop Khenzzz. Shopping mall lagi besar capacity, and ikut risk assesment dorang punya probability nak berjangkit tu lagi high risk. So should be orang kerja mall kena ambik vaksin awal.",,,
"PKP ke tak ke, boleh rentas ke tak ke, vaksin ke tak, aku akan make sure tahun ni ada gambar baju melayu fullset dengan sampin ! https://t.co/LxYda1SaUd",,,
Aku tak faham apa salah kalau seafarers dpt vaksin awal? Negara lain first phase dah utamakan seafarers kot. Kami nak turun darat pun tak dapat ada member aku setahun dah tak jejak tanah. Nak dapat vaksin awal pun takleh ke?,,,
"@budaklikas Ada2 tp lama sangat kat tmpt kad vaksin tu, 10 minit gitu je kat situ",,,
Niat nak putuskan rantaian melalui vaksin. Tp kenapa vaksin ni tak sama utk semua manusia dlm malaysia. Terbaru vaksin az tak mampu tangani variant covid yg terbaru so apa fungsi nya rakyat divaksin kalau variant tu pula makin merebak... Buat kerja dua kali nanti.. 😔,,,
hilang dah semua. Dengan macai2 dia pun hilang. Mampus OD vaksin la kot https://t.co/mwdTOPtzkm,,,
@ctnurakmal_ @njrhmr Hekhekkk. Awak dah di vaksin kan. Apedehal 😏,,,
"@amr_hmzhrfk @AdibahOj @takterqyira @pedoqpop Kalau ada pun, bukan tu sebab dorang nak dapat first priority nak ambik vaksin. Bukan frontliner pun, nak kira frontliner tu ha casher pasaraya pun wajib ambik vaksin yg terawal.  💁🏻‍♀️",,,
"Dewan Gemilang 
Check in MySj 0829 ,isi borang. Tunggu ramai ramai. Tp very smooth and cpt. Belum 0845 dah bukak pintu. Appointment pukul 0930 tp 0906 dah dpt vaksin.",,,
Sedih dengan bangsa sendiri bila tengok cerita tolak vaksin tu #prevRT,,,
"Kalau petronas nak vaksin atas sbb frontliner industrial then semua contractor/vendor kena buat yang sama jugakla

Time tu tgkla vaksin semua beli kat black market sbb stock xde",,,
"mati sebab covid - tak boleh melawat
mati sebab vaksin - boleh melawat

choose the lesser consequence",,,
@501Awani  “Tangani Psikologi Takut Ambik Vaksin”.ini mudah..beri saja Rakyat Msia the most trusted &amp; proven vaccine @ Pfizer..instead of AstraZeneca..Kalu Menteri sendiri takut nak ambik AstraZeneca why u push it to us.? Vaccine pun ada double standard?,,,
Yg duk umum Pkp secara runcit diberi kat Mail Sabri .Orang tak marah kat Midin orang marah kat dia dan dia masih menteri mewakili Umno . Kegagalan program vaksin yg duk bersilat defend Midin menteri UMNO yg bodoh yg diberi tanggungjawab awal beli vaksin yg awal lagi akan gagal.,,,
"Pelajaran KAEF waktu hari H vaksin januari 2021, jangan ikut beli kalo hype nya tinggi banget. Sama kaya elon musk ke SNL harapannya Doge to the moon malah jadi sakit to the bone",,,
Pejabat kan udah dapat Vaksin Kebal Hukum https://t.co/fMSq0liA5j,,,
Aku rasa benda ni perlu lagi2 untuk crew offshore/seafarers. @IMOHQ pun byk kali bgtau semua govt untuk bagi vaksin cepat kat seafarers. Kalau ada kes covid operation kena stop. Malaysia gak yg rugi. Kat rig/kapal pun org office/kontraktor selalu naik turun https://t.co/a2xBiL31DL,,,
"@haikal_hassan Babi telah menyelamatkan nyawa banyak orang lewat vaksin, hampir semua vaksin menggunakan enzim babi",,,
@iamjoelee @azmanrocks @tonyeusoff pun kata dia horny lepas dapat vaksin,,,
@effyamron_ Lenguh tu biasa fy. Amik vaksin apa pun ada lenguh dia.,,,
"Tetangga depan pintu abis vaksin opname  sekarang meninggal 
Ya allah ...",Tidak Percaya,,
"@amaliaXXIII alhamdulillah ciik demam nda ena ciik, tapi efek vaksin beda2 kali ya ciiik",,,
"Kalau takut vaksin sebab tengok posting/komen di pesbuk dengan ig , baik ko masuk perut mak ko balik jelah.",,,
"Maksudnya bawa kucing tuk steril... malah katanya pengobatan.... lah..., mesti vaksin OK... tapi ini pengobatan dan lain2 bagaimana... kayaknya dokternya tahu aku ga tegaan deh...",,,
"@abahiyanfikri @drpriono1 Vaksin bukan kebal dari COVID.
anda berkendara naik motor pakai helm untuk apa? Proteksi. 
Vaksin = helm
Biar tidak terjadi luka yang serius harus pakai helm, jangan ngebut dijalan,patuhi rambu2 lalu lintas.
Begitu juga di vaksin tetap patuhi protokol kesehatan.",Percaya,,
"Terpaling frontliners. Duduk tengah laut bukan jumpa covid. 

Aku ni tiap hari masuk office xde pulak gaduh nak vaksin. https://t.co/2ykQVVlOgM",,,
"@OhhB_ @shazmitito @PetomCech @KerolAriffSaid_ @_____aimstfu @sayaadalahKerol antidote punya budak, aku ni haaa dah cucuk vaksin Alhamdulillah ok je beribu orang lek je dah cucuk. 20% mati cis mana Facebook dia baca pun kita tatau 😅",,,
@BukanWanted @metafack Pharmaniaga Research Centre ☺️ kami belum dpt vaksin btw. Walaupun vaksin kat warehouse ni ha,,,
"@AdibahOj @takterqyira @pedoqpop kerja oil n gas ni yang tolong isi minyak tu kan?
patut vaksin awal sebab hari² jumpa orang ramai
silap haribulan mabuk sebab bau petrol",,,
Bismillah vaksin perdana,,,
"Kadang aku kesel dengar mereka debat mulu, soal c0vid itu nyata, soal vaksin aman, soal sara, soal bumi itu bulat atau datar, semua dah didebatin. -,,,- yang bikin ngakak, bunda ngajarin ayah nonton berita di tv yang katanya lebih valid daripada broadcast WA penebar hoax. 🤣🤣🤣 https://t.co/BEucenkiSY",,,
"@kobemicinfamily Pic 1. Tggal 19 april bb 4.4
Pic 2. Tgal 24 april bb 4.6 ga foto krn terhalang paramedis :(
Pic 3. Pas vaksin bb 4.7 https://t.co/5iKxvskiXV",,,
aku pun taktahu mata aku berat ni sebab vaksin ke sebab aku memang kuat tidur,,,
Yg dok tanya dah vaksin ke belum ni apa depa ingt boleh pi KK walkin terus vaksin ka cemana?,,,
"Wowww.... dh laa nk kena fight antivaxx, tetiba ada plakk si @teresakok ni yg suruh guna perubatan cina instead of Vaksin...

Letih @Khairykj explained, all the work hard.. https://t.co/njK6OP3Nfw",,,
Ada yg tau tempat vaksin covid19 mandiri di Bandung?,,,
"Aku tak cuti juga, kerja aku lagi kena jalan merata 3-4 negeri jumpa ramai orang. Korang O&amp;G duduk setempat je tak perlu la nak potong q vaksin tengah tak cukup ni. Utamakan siapa yang perlu dulu. Tak pun gi ambik AZ bila dia dah offer untuk semua. https://t.co/tpT4tI2yZ8",,,
Oh btw org2 kerja oil n gas x cuti ye.. Depa keja mcm biasa since mco yg. Lockdown tu. Bagi aku dorg layak diberi vaksin compare to royal/pemain bola/politicians yg x masuk Parliament.,,,
"6) Saat ini Uni Eropa baru saja menandatangani pengadaan vaksin pfizer sebanyak 1,8 milyar dosis.",,,
"5) Alasan vaksin utk para lansia saja tidaklah benar. 

Saat ini di Amrik dan Eropa Barat yang berhasil menurunkan kasus, perawatan Rumah Sakit dan Kematian karena COVID-19 vaksinasi sudah berlanjut untuk usia 15 tahun ke atas.

Alasan vaksin jumlahnya terbatas juga tidak benar",,,
@anakdragun @sayaokayke Kenapa cikgu sekolah tak dapat vaksin lagi?,,,
"@ZakiHafifi tulah aku pun tengok2  review vaksin lain ni,tapi depends antibody juga rasanya",,,
Terima kasih kerana mempengaruhi lagi ramai rakyat untuk taknak ambik vaksin. Hampeh https://t.co/E5ngAAYcwe,,,
"@_Aishahyusuf Entah la hang kena cakap slow slow, lepastu kan tanya apa yg dia takut sebab apa, lepas tu aku selalu bagitau yang vaksin tu untuk mencegah supaya kalau terjangkit pon atleast simptom macam demam biasa tak masuk icu. Selalu update psl vaksin supaya depa tak buat assumption sndiri",,,
Bertugas di PPV UM untuk program vaksinasi dengan vaksin Astrazeneca https://t.co/2QPHlym79g,,,
"@MKNJPM X adil negeri yg kurang kes pun ko sekat keluar daerah apa punya sialla korang wat kerja, kenduri kendara majlis sosial yg ramai patut aritu x benarkan lg sampai dh vaksin lebih 50% penduduk",,,
"@maynisstore Hahshahsha anis, muni sakit hati la dengan orang yang cakap covid tak wujud, vaksin bahaya :(",,,
"Perkuat Komitmen Multilateral, COVAX Facility Kembali Kirimkan 1,39 Juta Dosis Vaksin ke Indonesia 
via @KemenkesRI
#RilisSehat
#ElshintaWeekend
 Selengkapnya:
https://t.co/nYhSm44VhR https://t.co/6asfM9BKKc",,,
@bnuypaws Nanti akan luncur vaksin virus aneh.,,,
"Duduk atas pelantar berbulan bulan nak vaksin apo. 

Kawan yg ada pun ikan dolphin je. Takpun tenggiri.",,,
Mula mula survey. Pastu tetiba dah dapat vaksin. So betul la company company start dapat vaksin ni. #keparatjagakoperat https://t.co/AlM77wV9Ui,,,
@amirismailx Ada la manusia manusia keliling aku reply story gambar nenek aku amek vaksin,,,
"Yg lagi buat aku sakit hati kawan kerja melayu sorang ni muda lagi duk bagitau kata taknak ambil vaksin. Sebab tak percaya. Covid percaya, vaksin tak percaya. Bodoh tak bodoh hangpa ni?",,,
"@kobemicinfamily Ehh sorry sorry mksdku bulan april naik 2-3kg krn, tggal 19 april nimbang 4.4kg, terus nimbang lg tggal 24 naik 2kg jd 4.6 terus nimbang pas vaksin tggal 30 jd 4.7kg",,,
@WinniMasGanteng kagak ada rasa apa gitu abis vaksin(?),,,
@putrahusali Kah kah kah babi la. Vaksin orang hotel la Petronas la lepas tu petik ja nama KKM. Setel. KJ bingai pula tiba-tiba cakap vaksin tak cukup untuk phase 3 walaupun ramai tak datang appointment phase 2. Inilah puncanya.,,,
"Gw mau vaksin, tapi keluarga gw gamau ㅠㅠ",,,
indonesia dorong kesetaraan akses vaksin covid-19 bagi semua negara https://t.co/T6shfKnvae,,,
"@suxeyy Efek vaksin ga sih aku beneran sakit sehair setelah:"")",,,
Cikgu pun belum habis vaksin lagi. Apa LANCAU @Khairykj https://t.co/yXup9IYfKX,,,
Mudah-mudahan semuanya baik-baik sahaja sebab minggu depan giliran min pula suntik AstraZeneca https://t.co/j1cMSXBNgw,,,
"@sirkulangka17 @f4kr0ls00d @DGHisham Lol, habis sebelum vaksin wujud yang masuk ICU sbb apa? Kau la udah2 la baca benda yang mengarut, kau yg kena kencing dengan artikel2 mengarut tu",,,
@nazrinsaad Kalau betul depa kata petronas frontliner yang kat petrol pump tu lagi layak dapat vaksin dulu weh hari-hari facing stranger,,,
"@hancoupshui Wkwkwkwkwk, pc nya suntik vaksin dulu",,,
"Semalam tanya umi, tok dah dapat appt vaksin ke belum? Then umi bagitau tok taknak ambik sebab adik beradik tok yg lain pun tak ambik. Like? What?? I never felt anger towards my tok b4 tau. Ni first time aku rasa marah gila dgn tok. Anak cucu dah try pujuk pun still takmau. https://t.co/ZnZllAj97W",,,
Cuba dia keluar kenyataan yg depa ni beli vaksin tu mesti rakyot tak marah 😂😂😂,,,
@_bangsam @AdibahOj @takterqyira @pedoqpop platform selalu ada kes import dari darat. mmg wajar kena cucuk vaksin utk regular crew ke sana.,,,
Nganter orang vaksin sudah nyenengin. Semoga segera di vaksin juga https://t.co/xKCOKcy781,Percaya,,
Kisah vaksin &amp; positif covid https://t.co/1z3RMbl4Zg,,,
Tunggu vaksin yang sampai swab test 🥲,,,
@rizeshi_ kalo keliatan ada bakterinya perlu di vaksin ga,,,
Pernah kepikiran nggak? aman nggak ya kalo dua jenis vaksin berbeda diberikan ke dalam tubuh? Hmmhttps://www.klikdokter.com/info-sehat/read/3649106/terima-tipe-vaksin-covid-19-berbeda-adakah-efeknya?utm_source=socialmedia&amp;utm_campaign=twitter_KD&amp;utm_medium=post,,,
@DGHisham @bernamadotcom Menteri pegi luar negara sampai bebulan...artis level vvip rentas daerah &amp; negeri suka hati...kumpul ramai2...menteri tak pakai mask...pengambilan vaksin kena potong que...n sewaktu dengan nya...,,,
Nampaknya sinar untuk dapat vaksin tahun ni semakin malap. Kelam. https://t.co/lTSYrzwkIM,,,
"nyesel senyesel2nya nunda2 vaksin anabul. dahlah abis ini molly minta vaksin, milo nunggu sehat dulu 🤧",,,
@anugerahrade @Aditiyairwn1 Vaksin apaan buat kucing anggora,,,
Haritu kan semua puji Petronas; suruh support Petronas sbb derma duit kt Kerajaan. Mestilah Kerajaan kena bayar blk guna vaksin 🤣🤣 https://t.co/byikdIyfpQ,,,
@fatinmustapha @ridz_ramli korang layak lah diberi vaksin awal sebab kerja time mco. https://t.co/9IR7SaFlLj,,,
"After 15 minutes cucuk vaksin.

Ok. Jom balik makan.
So hari ni aku tak suruh mak aku puasa, sebab dia perlu tenaga &amp; tak nak dia penat or dehydrated. https://t.co/KexNPCeiaT",,,
@cselloana efek vaksin setiap orang beda tapi biasanya badan pegel.,,,
"PERHATIAN... UNTUK ORANG YANG DAH AMBIL SUNTIKAN KALI KEDUA VAKSIN. 

NAK TANYA NI. KORANG PUN KENA PKP KA. TAK BOLEH BERAYA DI KAMPUNG KA?? HAHA

BERMAKNA 1 APRIL HARI TU KITA KENA APRIL FOOL LA.. 🤭🤭🤭

(bukan aku yg cakap na.. ni bawah ni link 👇👇👇)
https://t.co/e0chr81pLt https://t.co/j6vuvSIfH6",,,
"“Kawan aku nurse, kawan kawan dia kena vaksin semua meninggal” abeh kawan kau tak meninggal lak??????",,,
"@AdibahOj @takterqyira @pedoqpop Orang oil and gas biasanya kerja dkt tmpt terasing. X perlu vaksin, cukup kuarantin. 

Lagi bagus bagi dkt cashier2 super market yg hari2 ngadap beribu manusia.",,,
"@auliahsp_ beres vaksin kedua mah, ditempat yg disuntiknya balur pake kayu putih / hot in cream biar gak linu",,,
This MCA deputy minister idiot tweeted about covid hoax tapi bila bab dapat vaksin dia paling laju mengalahkan orang yang lebih layak. https://t.co/yH0Cu4QdUo,,,
"@drpriono1 @Husen_Jafar Yg satu aja belum dapet vaksin nya, ehhh muncul lagi varian baru...",,,
"@TimpalBali Orang rumah pada tumbang abis vaksin, ada yg meriang, mual, lengannya sakit, badannya pegal sampe demam.",,,
"Hey #KerajaanGagal,

1. Tolong lajukan vaksin and extend masa supaya ramai boleh divaksin dlm sehari

2. Jangan gatal sangat buat 705468043 SOP, ikut je SOP asal like in PKP 1 dulu",,,
"Kalau betul nak sekat penularan,masa last minute announcement tu buat la effective immediately. Dah la bg vaksin limited &amp; kena berebut AND ONLY to people in KL &amp; Selangor pulak tu. Im still bitter ok bcos my 63 y/o dad pun tak dpt lagi ishhhh geram",,,
"Like they’re questioning why lepas ambil vaksin demam, rasa lenguh satu badan. My pharmacist brain(acah je) want to speak up but yeaa it’s 3 vs 1 bruhh. Confirm kena pangkah",,,
"Anggota Polsek Pajarakan bersama anggota Koramil Pajarakan melaksanakan giat pengawalan dan pengamanan pengambilan vaksin Covid-19 Dari kota menuju puskesmas pajarakan. 

Bersama Kita Bisa, Indonesia Lawan Corona! 

#AyoTaatiPPKM
#KemenPANRB
#PelayananPublik
#KIPP2021 https://t.co/K2yyhCa7dn",,,
"Usai Disuntik Vaksin Covid-19, KIPI pada Penerima Terus Dipantau https://t.co/QCb7Wzzs8S",,,
masa takde vaksin meroyan bila ada vaksin tolak sbb takut haram agenda yahudi pulak. feneng ah😩,,,
"bagi jela vaksin kat petronas, dorang banyak menyumbang wang kepada negara. engko sape? bayar cukai berapa ringgit setahun?",,,
"Kau gi vaksin dulu, kau mati aku jadi anti vaxxers. Aku tak paksa kau gi vaksin, tak payah la kacau aku. Kau ingat aku tak takut ke hantar my 81 yo nenek with so many penyakit pergi vaccine. Tapi aku taknak dia suffer dalam hospital sorang sorang kalau dia positive.",,,
@JKJAVMY salam. saya masih tak dapat confirmation utk vaksin tu. mcm mane ye https://t.co/OmDlImI8AD,,,
"Wahau kerajaan sediakan laa bas / pengangkutan kpd pakcik2 makcik2 yg duk jauh nun disana yg mok ambil vaksin, . Kesian gila yg mana jauh nak ambil vaksin tu / lagi mudah pihak hospital atau klinik pergi rumahnya",,,
I really dont need this “goodluck la vaksin” “second dose nanti baru ada side effect teruk” “dah macam macam news keluar pasal vaksin ni” “berani eh hantar nenek kau gi vaksin” babi lah kau belum kena vaksin lagi kau nak sembang palatao sangat kenapa,,,
"Melampaulah kerajaan ni

Guru sekolah yang dah dapat vaksin semua guru yang berisiko tinggi

Sepatutnya semua guru kena dapat tak kisahlah berisiko tinggi ker tidak

Semua guru tak suntik lagi, tiba2 jer sekolah buka balik 🙄",,,
"Reporting for duty today!  

Yuk teman2 jangan lupa mendaftarkan diri buat menerima vaksin covid-19 😘😘 https://t.co/dlWC8hlGtx",Percaya,,
"Sudah ada 3 jenis vaksin Corona yang masuk Indonesia yakni Sinovac, AstraZeneca, dan Sinopharm. Masing-masing sudah ada berapa banyak? https://t.co/cnXc7AhLrJ",,,
"Tkutnya, member baik sendiri anti vaksin 😫🤐😪",,,
"mohon kerajaan tunda vaksin untuk rakyat, kita selesaikan industrial frontliner dulu baru setelkan yang lain https://t.co/l9U8jsdds7",,,
"@akuinginbacot Hahaha i feel you Met. Baru vaksin kedua kemaren, sekarang mau gerak dikit badan sakit.",,,
"@yujau Wah secara angka exact aku gatau, tapi bareng aku vaksin berlima, lima2nya ga ada yang demam sih. Semua cuma bilang ""badan ga enak kayak mo sakit""",,,
Tudiaaa ni mesti kes mamat yg pakai lanyard smlm sbb org tanya dia amek vaksin apa tp dia tak jwb. https://t.co/nG5VExulvG,,,
@ultramilk200ml vaksin peju blm,,,
pakcik aku kata kalau cucuk vaksin boleh murtad!! kepercayaan level apakah ini ya allah bantuin gueeeee. Ayah pin pun pening.,,,
"So hari ni mak aku ambik Vaksin Covid19.

Jenis vaksin pfizer
10 hours before aku bagi dia Vit C and dia dah consume vit C dlm sebulan lebih sejak aku daftar dia utk vaksin sebab pengaruh anti vaksin aku tak kuat untuk dia 🤣🤣🤣 https://t.co/HD71ItLz2K",,,
@hexaviomximopp_ Aku sdh 2x di vaksin kopid mas 😅 vaksin lain ada?,,,
"Waktu join trial vaksin awal March haritu pun, more than 70% participants are Chinese for my group

Alasan taknak ambil vaksin sebab orang masjid atau youtube yg cakap vaksin haram &amp; dangerous 🤦‍♂️ https://t.co/PiKdG6mn9z",,,
"@EkonomiRakyatMY Imagine if owner vaksin polio dan insulin ckp mcmni hshshshsh tapi dorang tak ckp mcmni pun.. lek je kongsi, sbb nyawa first.",,,
"@Zhong_Chenyue Bukannya teluuur itu IG yg tetap menganggap COVID itu ada?
Hanya saja mereka sudah tidak tahan dgn kebijakan2 mencla mencle pemerintah, dr mulai  kepercayaan mreka pada test PCR sampai Vaksin. Kalau mau akun yg pake data, bisalah mampir kesini. 
https://t.co/CVjXeAvRX8",,,
Penat la ya allah nak pujuk mak ayah pi vaksin. Percaya la ckp org luar dari cakap anak sendiri. Habih duit beribu hantaq anak belajaq tinggi. Tapi tak percaya cakap anak. Alaaaaaahai.,,,
So cikgu bukan termasuk dalam golongan industrial frontliners ke? Betul-betul negara double standard at its best la weh. Apa ke bodo weh semua ni. Rakyat Msia ada berapa juta? Berapa juta dos suntikan vaksin yg gov order?,,,
@suhailifaizzi Sebab pfitzer dengan sinovac pun lambat sampai. KJ kata NVP lambat sebab stok vaksin takdek. Mungkin ni alternatif untuk nak capai herd immunity.   Tapi bergantung keberkesanan dan peratus side effect lah,,,
Ayo vaksin.. https://t.co/urhSpgyKoU,Percaya,,
Babi sapa spread news vaksin buat daripada DNA monyet ni.,,,
"Ada tak antara korang yang dah cucuk vaksin tapi takda effect apa apa lepas tu? Takda deman, takda batuk. Lenguh lengan tu biasalah takkan tak pernah amik jab kan. Ada ke takk?",,,
@jualpulsakuota_ @Chizlava iya jumat itu vaksin kmren wkwkw,,,
"@vanzkyllate loh vaksin?
kakak sama papa si udh",,,
"@geezie0o0 Seriuss takut bgtt, terakhir vaksin pas sd😭😭😭😭",Tidak Percaya,,
Aku explain kt dia kalau tangan rasa lenguh2 lepas cucuk tu side effect yg kejap je. Lama2 hilang. Sbb atok nenek aku yang 79 tahun dah settle vaksin alhamdulillah semua baik2 saja.,,,
