Tweet,Nilai,,Percaya,,Tidak Percaya
"@KANIGORO_HeLL @na_dirs Bisa apa kamu baru netes, anak kemarin sore, udah mau ikutan main 😊👀

Mengutip situs resminya, AIVITA resmi berdiri pada 2016 lalu. Perusahaan tersebut dipimpin oleh ilmuwan yang mengedepankan metode sel punca, Prof. dr. Hans Keirstead PhD. 
https://t.co/QJG7vxC7iu",,,,,
"Masih tuai pro kontra, pimpinan Komisi IX tetap dukung pengembangan vaksin Nusantara.

#merahputihcom #vaksin #vaksinnusantara #covid19 #dpr 
https://t.co/bjsnCBsb0w",Percaya,,,,
Vaksin Covid-19 memberikan perlindungan kesehatan diri dan Klga dari penyebaran covid-19 https://t.co/flK61gJb9O,,,,,
Kr! Karyawan swasta emg gabakal dapet vaksin covid gratis ya?Atau tergantung company ?,,,,,
Alhamdulillah atok dpt giliran vaksin,Percaya,,,,
"Ribuan orang akan datang ke Papua terkait PON Papua, khususnya di Kota Jayapura. Jangan sampai kita menularkan atau kita yang tertular. 

#papuanlivesmatter
https://t.co/UJ8Y7BqbGh",,,,,
Vaksin Covid-19 dilaksanakan scr Gratis https://t.co/zbp01avqFm,,,,,
"orang orang udah pada vaksin , apa gw doang yang belom yak ?",,,,,
Kau bayangkan kau nak anak kau kadi doktor tapi kau tolak vaksin INI APA MISKAH!,,,,,
@antoniusjody86 @drpriono1 @dokterMade @BPOM_RI Padahal yang mbikin vaksin perusahaan US wkwk,,,,,
Pemerintah RI menyiapkan beberapa jenis vaksin Covid-19 utk rakyat Indonesia https://t.co/NWBwbOmhor,,,,,
@leksa @DivHumas_Polri Woi.. Emangnya dia bikin vaksin palsu?,Tidak Percaya,,,,
"News vaksin still unstable...
Wait others year ambil..",,,,,
@VIVAcoid @PutraWadapi Kalo vaksin nusantara kami dukung,,,,,
"@BudiGSadikin @KawalCOVID19 Dengan stok vaksin terbatas, mari kita dahulukan lansia daripada ASN",,,,,
"Eaaahhh B Penny mau cari pembenaran untuk impor vaksin.
Unrespect !!!

https://t.co/5kF8q6AYMY",Tidak Percaya,,,,
"Sori, bukan yg double shots, tapi dua vaksin berbeda seperti yg anggota DPR - kan sudah vaksinasi trus dikasih lagi yg versi nusantara? https://t.co/YR2zCS30Ub",,,,,
@SyedAkramin Xde hujan xde ribut tetiba plak diorg pi derma vaksin ke Bosnia.  Prihatin babi ya amat,,,,,
@kompascom Ini vaksin atau mobil?,,,,,
@na_dirs Itukan yg buat nama orang NU gus makanya namanya Vaksin NUsantara,,,,,
@KompasTV Emang ada bahan vaksin yg asli produk lokal,,,,,
@kompascom Awal mulanya ini... https://t.co/gfz0mGH6JJ,,,,,
"@IzzatySyaheera akak dah ambik ke 2nd dose ? Bulan bulan puasa ni , ada jugak yang tak puasa sbb vaksin nnt 🥲",,,,,
"Bagus juga kalau begitu, dan karena Vaksin, semua terkena Virus China
 https://t.co/5K2Rzq4czd",Tidak Percaya,,,,
"@CNNIndonesia yg divaksin pakai sinovac dll juga ada yg  nyeri/demam.

malah yg tetap kena covid &amp; meninggal juga ada 🙈

jadi ya sama saja semua vaksin, ga ada yg sempurna",,,,,
"@na_dirs *Dr. Tifauzia Tyassuma:*
*Jangan Sampai, Karena Dilarang BPOM, Uji Klinis Vaksin Nusantara Di Amerika dan Kita Harus Beli Dari Mereka Lagi* 

https://t.co/1V3tiqXyrl

*“Satu-satunya Di Dunia Yang Gak Paham Soal Vaksin Nusantara Hanya BPOM yaa…! Padahal kita pionir Loo…!”*",,,,,
Vaksin Covid-19 aman dan halal https://t.co/vIGIrEYj90,Percaya,,,,
Maklon vaksin?,,,,,
"@CNNIndonesia Kalau Pak ARB tahu beliau disuntik vaksin bukan plasebo, berarti uji klinik ini tidak tersamar padahal pada uji klinik yang benar peserta dan peneliti uji klinik sama-sama tidak tahu apa yang disuntik. Peserta dipilih secara acak, namanya double blinded randomized clinical trial.",,,,,
@CNNIndonesia Awal mulanya ketika terawan masih menteri teken kerjasama dgn Aivita dari AS ini.... https://t.co/gfz0mGH6JJ,,,,,
@_haye_ Kalo vaksin jenis yg sama bukannya proseduralnya emang 2 x yaa?,,,,,
@badgalriria_ @e100ss Mendingan sekalian dibebaskan. Terus vaksin di intensifkan. Kalo gak bisa bikin vaksin sendiri pemerintah ya harus mau berusaha keras mendapatkan dari negara lain.,,,,,
"Supaya segera tuntas, Dinas Kesehatan DKI Jakarta dan Pemkot Surabaya tetap melanjutkan proses pelaksaanaan vaksin aman covid-19 selama ramadan.

Mana suaranya yang kebagian giliran vaksin di bulan puasa? 
Siapin stamina yaa.. https://t.co/V67b8SD8rw",Percaya,,,,
"✅ DIVAKSIN!

Lee Zii Jia menjadi seorang lagi atlet yang telah menerima dos pertama vaksin COVID-19, pagi ini.

Sebelum ini, seramai 264 atlet Majlis Sukan Negara telah menerima dos pertama vaksin tersebut.

#COVID19 
#Vaccinated https://t.co/0BRKHx8iPM",,,,,
"@doremifaffa Astaga, kirain karena jatuh keseleo gitu, ternyata karena efek vaksin, semoga ngga kenapa-kenapa ya",,,,,
"@KompasTV Setelah beragam alasan @BPOM_RI  mengkritisi vaksin Nusantara, teranyar soal komponen yg impor dan waktu yang lama...pak @jokowi  sy usul Kepala BPOM merangkap menjadi menteri perdagangan",,,,,
"@acosnopon Nggak tau krn vaksin atau virus, ud smpt dibawa ke vet. Tapi rmg ud gak mau mkn dan minum sblm gak ada :((",,,,,
@eddraryan12 lanjut asal vaksin g sambil minum es teh,,,,,
"Semua petugas barisan hadapan di Perak sudah menerima dos pertama vaksin Covid-19 bagi Program Imunisasi Covid-19 fasa pertama.
https://t.co/yzG06XQAlH",,,,,
@nila_mrt Vaksin Nusantara atau vaksin Amerika yang dinusantarakan,,,,,
"Badan POM mengimbau agar para peneliti vaksin nusantara kembali melakukan uji praklinik sebelum uji klinik dijalankan. Data interim dinilai belum memadai untuk dilakukan penelitian uji klinik fase kedua. 

#Kesehatan #adadikompas 
https://t.co/BnSOHCHXJC",,,,,
"guru w pada vaksin jd d tinggal mulu kelas ny  tau gt kan libur gt 

I vote for @BTS_twt Dynamite by Son Sung Deuk for #FaveChoreography at the 2021 #iHeartAwards 💜",,,,,
Pemberian vaksin COVID-19 di hospital swasta adalah percuma kerana kos bekalan itu ditanggung oleh kerajaan. https://t.co/UzAEYFOMSe,,,,,
"@roby_makatita Soal vaksin, saya mengikuti data yang sahih aja, kan selama ini mengobati pasien juga bukan pake opini pribadi tapi hasil dari evidence based medicine yang sahih.",,,,,
"BPOM memastikan komponen Vaksin Nusantara diimpor, namun tak mempermasalahkan soal klaim produk anak bangsa. https://t.co/RapmFp66ox",,,,,
"Bolsonaro meremehkan pandemi sejak awal, menganggap covid-19 sebagai flu kecil, meragukan efektivitas masker dan vaksin, serta terus melakukan kampanye menentang tindakan penguncian.
  https://t.co/25vR2bvs5x",Tidak Percaya,,,,
Vaksin Covid-19 sdh melalui beberapa kali uji klinis https://t.co/4w7vHqMt8X,,,,,
"Jumlah terkini pemberian vaksin dos 1 dan dos 2. 

Daftar untuk vaksinasi sekarang: https://t.co/m1joWOSGde

#LindungDiriLindungSemua https://t.co/4FcNqQZW3q",,,,,
"FASA KE 2 Suntikan Vaksin Covid-19 di Negeri Perlis akan bermula pada 19 April 2021.
Bagi anda yang mendaftarkan tanggungan anda boleh semak status suntikan mereka di My Sejahtera, check SMS, laman web https://t.co/KY0CSyTBXm 

Sumber : Jabatan Kesihatan Negeri Perlis https://t.co/fVATXGKE4L",,,,,
"Yer memang aku bitter sebab staff2 frontliner mcm Dr, nurse sebagai tu pun ramai lagi xdpt vaksin.Tiba2 puak2 ni y dpt dulu.",,,,,
Oh dapat dah?Hari tu dlm perbincangan lagi.Diorangla terpaling penting utk negara semata-mata ada match kat luar negara.Sebab auto menang nanti tu kena vaksin dulu.🙄 https://t.co/URHtzdNcYU,,,,,
"kena brainwash nya postingan telur di ige jd takut sm vaksin,tp tetep harus positif thingking.",,,,,
Pendaftaran Vaksin bagi Pantai Timur masih bawah 30% 😭...pls la daftar semua https://t.co/2YltBVsSWu,,,,,
Vaksin Covid-19 aman dan halal https://t.co/fRG2Hzpfdk,Percaya,,,,
"Dalam situasi BEGITU DARURAT, supply vaksin TERBATAS, masih membahas ASAL MUASAL unsur2 vaksin ???????????????????????? https://t.co/w0NE0z6YnQ",,,,,
"Badan POM belum memberikan izin uji klinis fase II vaksin Nusantara. Jubir Satgas COVID-19, Prof Wiku Adisasmito memberikan tanggapan seputar vaksin Nusantara. https://t.co/KUKET7LwWQ",,,,,
"Pemerintah dan politisi2 tua itu bicara kemana2 pentingnya sains ke anak2 dan innovasi 4.0 sampai berkuah2 di mana2.

Tapi ujung2nya, nanti dikadalin, dilepeh, ditipu-tipu dgn akrobat politik macam kasus vaksin nusantara ini.",,,,,
walopun udah vaksin kedua ttp aja masi ngeri ngeri sedep sm corona🥲,,,,,
5 Pernyataan Penting Menkes RI Soal Keamanan dan Keampuhan Vaksin Covid-19! https://t.co/TJs5F3ozlp,,,,,
"Ketika setiap negara berupaya menghentikan penularan dengan menutup perbatasan, membatasi orang asing masuk, kemudian berebut vaksin begitu tersedia, yang diperoleh sebenarnya sekadar keamanan semu. 

#Tajukrencana #adadikompas 
https://t.co/9EgkKIYbb7",,,,,
"Sebabkan Pembekuan Darah Denmark Hentikan Pakai Vaksin AstraZeneca, 2,4 Juta Dosis Ditarik https://t.co/HsrTGYwotE",Tidak Percaya,,,,
"MUI mengeluarkan fatwa no 13 tahun 2021 tentang hukum vaksinasi covid 19, bahwa vaksin saat puasa tidak membatalkan. Vaksin covis 19 yang dilakukan dengan injeksi intramuscular tidak membatalkan https://t.co/XXOn3WCYeh",,,,,
haduh cil kantong mbak bulan ini agak menangis buat icil aja 400k sendiri hhh dimarahin emak nih kalau tau hitungan duitnya 😭 jangan sakit2 ya cil bulan depan masih ada vaksin lagi soalnya https://t.co/xVcmeoIsdw,,,,,
Ayo Vaksin https://t.co/scjUcVlaVo,,,,,
"Anggota Komisi IX, Saleh Partaonan Daulay, membeberkan alasannya mengikuti proses vaksinasi menggunakan vaksin Nusantara. #vaksinnusantara #pan

https://t.co/taX3rtd1tp",,,,,
Boleh tak yang tak yang tak nak amik vaksin senyap2 je. Ni hasut2 org takutkan org haihh.,,,,,
@boa_hankokku23 @BangPitung_AJW Sebaiknya ayah mbak dibawa ketempat Bekam untuk membuang racun yg ada dalam vaksin. Minum air kelapa hijau juga cukup baik,,,,,
"https://t.co/0iR7c3lYr8

Masih percaya aja sama Amerika soal vaksin. Udah tau banyak masalah juga. Tolong pak @jokowi disorot dan diberi solusi utk ini.",,,,,
"Efek samping vaksin: salah bedain sabun dan shampoo, alhasil keramas pake sabun ✨",,,,,
@kompascom Vaksin rasa pulitik~,Tidak Percaya,,,,
@na_dirs Memangnya Vaksin Sinovac itu bahannya dari dalam negri semua @BPOM_RI ?,,,,,
@Catcipp Beres vaksin kmren langsung jadi lahap njir aneh,,,,,
"hari ini bapak vaksin,semoga tetep sehat selalu sehabis vaksin. aamiin",Percaya,,,,
Antri vaksin... https://t.co/sO60Oziuux,,,,,
"Tapi kalo suka kucing juga ga bisa tau apa yang boleh dan ga boleh nya, ttg kesejahteraan kucing juga buat apa?
*ada soalnya yg ngeluh kucingnya kebanyakan, uang masih bisa buat nyicil steril dikasih info steril+vaksin subsidi trs alesan muluk* :))) https://t.co/OxP0ikjYG9",,,,,
Tim uji klinis vaksin Nusantara mengabaikan izin penelitian dari BPOM. Mereka mengklaim hanya cukup lolos uji etik. RSUP Dokter Kariadi tidak melanjutkan penelitian. #korantempodigital #KoranTempo https://t.co/YXYQeHbsC5,,,,,
"Jumlah pemberian dos vaksin COVID-19 &amp; pendaftaran setakat 14 April 2021

Fasa 1 (Feb - April)

653,531 telah terima dos pertama. Daripada jumlah itu, 425,164 telah terima dos kedua.

Pendaftaran: 8,760,857

Daftar di :

1. MySejahtera
2. https://t.co/jWUzMEwwWM
3. Tel 1800888828 https://t.co/g2cHmLCrYZ",,,,,
PTK SD Didahulukan Menerima Vaksin https://t.co/UkpGP8bVIo,,,,,
Afrika Selatan: Uang Muka Vaksin Johnson &amp; Johnson dan Pfizer tak Bisa Dikembalikan https://t.co/j87pF8hOSt,,,,,
"“Kalau betul, perlu ke pergi?” 
Alahai bang atlit tu berlatih hari2, nak harumkan nama negara, dan tu sumber rezeki depa, boleh hang tanya soalan macam tu. Sebab tu perlunya vaksin. https://t.co/HhAlyrvgzO",,,,,
"Pantau Vaksinasi di Jayapura, Menkes Berpesan Utamakan Vaksin untuk Lansia: Menteri Kesehatan Budi Gunadi Sadikin meninjau pelaksanaan vaksinasi Covid-19 bagi Petugas Kesehatan, Petugas Pelayanan Publik, dan Lansia di Kelurahan VIM dan Kantor Kesehatan… https://t.co/eTD7uw2DB9",,,,,
"Biarkan saja mereka yg percaya vaksin ""karya anak bangsa"" toh resiko di tangan mrk sendiri..",Tidak Percaya,,,,
"Fatma MUI sudah menyatakan bahwa vaksinasi covid di Bulan Ramadhan tidak membatalkan puasa kita. Nah hayo yang punya pikiran membatalkan puasa kudu dibenerin nich, bahwa semua aman kok vaksin saat puasa https://t.co/X98NZoiXph",Percaya,,,,
"Perkembangan terkini setakat 14hb April 2021 laporan harian pemberian dos pertama dan dos kedua vaksin Covid-19 mengikut negeri serta jumlah pendaftaran vaksin.

Lindung diri, lindung semua https://t.co/BFbCicK96C",,,,,
"@VD_126 @BBCIndonesia Selain krn vaksin nusantara tidak memberikan sama sekali cuan untuk BPOM, kecuali ada orang pengimport vaksin yang memang sengaja tidak mau vaksin nusantara mempunyai posisi yg sama dengan jhonson&amp;jhonson, pfzer, dan lain ny",,,,,
"Ketahui bagaimana vaksin berfungsi dalam badan kita. 

#KomunikasiKita
#VaksinCovid19 
#JapenJohor https://t.co/BS0kzMMIOh",,,,,
Hmm.. menarik nih pembahasan vaksin nusantara,,,,,
"@CNNIndonesia Kemaren sy vaksin di puskesmas juga kemeng/nyeri sekitar bekas suntikan dan ada juga yg merasa dedar, terus bedanya apa dengan vaksin Nusantara?....semoga @BPOM_RI tetap profesional dan bersikap adil",,,,,
"@yunartowijaya Btw, situ sudah vaksin belum? Kalo sdh, pake vaksin apa",,,,,
"Yg sebetulnya start PRN Sabah, dia pnya effect smpai skrg. Pastu vaksin ni satu dunia demand. Mmg salah kerajaan la x reti nk bertindak cpt. Pastu meroyan negara kaya bolot vaksin. Hampa prioriti pon ke laut dlm. Org minx tmbh vaksin, tp hmpa pekak dgr mcm org nk kuota haji. https://t.co/GwOPXrTVwx",,,,,
Dah lah. Ga ush steril. Ga ush vaksin,Tidak Percaya,,,,
halo lagi nemenin bokap vaksin,,,,,
"Ratusan Mantan Pemimpin Dunia Desak Biden Mencabut Hak Paten Vaksin COVID-19, Ini Alasannya.... https://t.co/g7qfkaibMZ",,,,,
Jadwal vaksin ke 2 untung tamu bulanannya dtng  pas mau vaksin 🤣,,,,,
Lagi menyadarkan ortu soal nasionalisme vaksin vs gua yang pakai kaidah science....bubaaar deeh https://t.co/KfBk3SMIgy,,,,,
"Penny mengatakan, vaksin Nusantara itu dilakukan di fasilitas pelayanan kesehatan (Fasyankes) sehingga hal tersebut menjadi tanggung jawab dokter yang melaksanakannya - #Nasional https://t.co/6Z3Myijens",,,,,
@dugongalaska_ Vaksin kah?,,,,,
mun dah before vaksin perlu derma darah lok aku cam sik lepas jak 🥲 underweight tok 🥲 https://t.co/eQldERWmii,,,,,
@zuhryvdl Diaikot body do aku rasa..sebab vaksin tu nak adapt ngn body kita..so dia amek masa lah tu yg sakit2,,,,,
@dbrahmantyo @BudiGSadikin Iya Pak Tolong Pak. Nanti kalo Bapak Ibu sdh vaksin saya pulkam lebih tenang pak 😔,,,,,
"Himbauan pemerintahan Jokowi selama masa Pandemi ini untuk tetap melakukan swab antigen atau PCR sbg syarat menggunakan transportasi umum ke luar kota.

Selama Ramadan, test Swab tetap aman dilakukan, sama seperti vaksin.",,,,,
@CNNIndonesia Ini awalnya kan kerjasama Balirbangkes dengan Aivita Biomedical waktu terawan jadi menteri... setelah tak jadi menteri lalu jadi vaksin nusantara...koq balitbangkes diem aja ya?,,,,,
"Tambah kuota haji pun, kalau masih belum divaksin tetap tak boleh pergi haji juga. Nak beri vaksin pada rakyat pun terkial-kial. Dah 2 bulan, 2 juta pun tak cecah. https://t.co/HNkKIDGoj4",,,,,
"Badan POM: Keamanan dan Efektivitas Vaksin Nusantara Belum Meyakinkan, Komponennya Produk Impor #badanPOM #vaksinnusantara 

Selengkapnya--&gt; https://t.co/nfYxObB7Se https://t.co/sgKtHTUMb4",Tidak Percaya,,,,
"Negara harus mendukung pengembangan vaksin COVlD-19 dalam negeri, vaksin merah putih ataupun vaksin nusantara, asal semua prosedur menggunakan standar pemerintah dan WHO.
Biar mereka berkompetisi secara sehat sesuai keahlian nya, jangan di politisasi.
@KemenkesRI @BudiGSadikin https://t.co/qflJQ4u1pq",,,,,
"Ramadan3
▪︎Tak terkejut nk prepare sahur bgun dah pukul 7 (sorry mom🙇‍♀️)
▪︎Menghadap mulut puaka akak opis dgn sabar&amp;senyum(xnk gaduh²✌)
▪︎Mak demam after vaksin kedua🥺 
▪︎Nak buat bubur mak tak nak so I msk ikan patin tempoyak &amp; ayam grill madu (me allergic patin😪)",,,,,
"Supaya lebih yakin jika vaksin covid-19 aman dilakukan di bulan Ramadhan. 

Nih, ada pendapat Ibnu Al-Hammam Al-Hanafi dalam kitab Fathu Al-Qadir. 
Juga pendapat Al Rafi'i, Al Nawawi dalam kitab Al Majmu' https://t.co/UV76qvpm2i",,,,,
Ada geng2 aku yg keje majlis yg keje nya bukanlah frontliners sgt pn tp poser la kengkonon dpt vaksin bole rentas negeri. Dh la amik hak org yg berhak pastu nk menunjuk2 kt org yg tak dpt. Org mcm ni elok la dpt dpt side effect je trus sebab amik hak org.,,,,,
"@yunartowijaya Vaksin itu ga perlu peneliti
Vaksin cm perlu buzzerp",,,,,
"Suntik Vaksin= tidak terbatal puasa ✔
Swab test= tidak terbatal puasa ✔",,,,,
Vaksin sebelah fiersa besari. Baru ngeh setelah ngobrol lama anjim emang🤣,,,,,
"Vaksin Aman, namun puasa kamu bisa batal ketika sehabis vaksin kamu makan atau minum. 😀 https://t.co/59LvJgTBVu",,,,,
Bossku @NajibRazak kita tak lupa malaun lalang si vaksin lembab ini. Terajang dia n the gang secepat mungkin @DrZahidHamidi https://t.co/k5rYXZz1cn,,,,,
"Btw, kalo vaksin aman, kira-kira swab antigen sama PCR boleh juga kah?

Tenang, selama puasa Ramadan, walau dimasukkan ke rongga hidung, test swab bukan memasukkan sesuatu yg mengenyangkan. https://t.co/bDSzB5kKO4",,,,,
"About time sekolah ni tutup balik. Tahap takleh nak bendung dah wabak. Unless kalau Cikgu semua dah vaksin, barulah secure sikit nak hantar anak. Priority untuk vaksin ni agak meragukan lah",,,,,
"Eh ya robbi, berat betul dugaan puasa tahun ni.

Yang pi bagi kat Bosnia tu buat apa kalau ada masalah bekalan vaksin ?! https://t.co/dfioDTg31G",,,,,
Premanisme vaksin,,,,,
"Monitoring Pemakaian Vaksin, 14 April 2021 di Kabupaten Malang.
Total yang telah di vaksin dosis 1 sebanyak 65251 orang dan dosis 2 sebanyak 49559 orang.
.
#kabupatenmalang 
#malangkabupaten 
#infokabupatenmalang https://t.co/DcQaTzmxHC",,,,,
"Bohongi Rakyat dan Jokowi, Ahli Epidemiologi Ungkap Vaksin Nusantara Penelitian Asing dan Tak Sesuai Standar
https://t.co/jjjnvv6NKv https://t.co/eM8LYoypEG",Tidak Percaya,,,,
"VakNus jangan d paksakan ke tahap berikutnya, kta setuju untk berdaulat atas vaksin sendiri. Tpi jgn menerobos prinsip dasar.  etik penelitian utama.y 

Ehh Ternyata vakNus dikerjakan peneliti dri @AIVITABio USA, subjek.y orang indonesia.",,,,,
"@dinihuda Halo kak, mjb, numpang tanya, sbg pendamping utk vaksin lansia itu daftarnya on the spot ato gmn ya kak..? 2 Ortu saya sudah punya tiketnya, tp saya blm daftar sbg pendamping..",,,,,
"Monitoring Pemakaian Vaksin, 14 April 2021 di Kabupaten Malang.
Total yang telah di vaksin dosis 1 sebanyak 65251 orang dan dosis 2 sebanyak 49559 orang.
.
#kabupatenmalang 
#malangkabupaten 
#infokabupatenmalang https://t.co/t709dc8AmK",,,,,
@bharianmy Hari tu kata bekalan vaksin cukup masa nak bagi kt Bosnia tu semua tipu lah ye,,,,,
Baru tau vaksin nusantara dari Amerika https://t.co/NJYZuIcgOd,,,,,
Vaksin Aman karena nggak masuk lewat rongga badan yang terbuka dan vaksin nggak dianggap sebagai makanan dan minuman. https://t.co/juS1WZ4MPE,Percaya,,,,
"@martiramatir Tiap pengujian itu jg ada standar2nya.. Biasanya merujuk ke standar yg dikeluarkan FDA ato ISO.. Ya kalau Vaksin Nusantara dibilang ga layak, berarti dlm prosedur pembuatannya ada yg ga sesuai dgn standar2 pengujian kelayakan dari FDA atau ISO itu..",Tidak Percaya,,,,
"@BudiGSadikin Tapi wilayah Kabupaten Malang masih ga jelas, pak. Tolonglah dibantu penyediaan vaksin dan implementasinya.",,,,,
7 fakta vaksin covid 19 astrazeneca di Indonesia. https://t.co/2t7G5syp4F,,,,,
Di vaksin dulu https://t.co/3MgcoiuYGy,Percaya,,,,
"@ChickGooPAUD_07 Iya, tiap orang beda"" dampaknya ada yang di vaksin pertama fine aja tapi pas ke 2 baru terasa ngantuk dll.
Harus cek ya setelah 1 bulan.",,,,,
"Amerika Syarikat, Afrika Selatan dan Kesatuan Eropah (EU) memutuskan untuk menghentikan sementara suntikan vaksin J&amp;J selepas kes darah beku dilaporkan. 

https://t.co/u150gr1lCa
#onenews #COVID19 #vaksin https://t.co/prOnr6PWcX",Tidak Percaya,,,,
"@kompascom Statement dr pihak vaksin nusantara mana ? Dibombartir statement dari bpom terus, ada apa ini ?!",,,,,
"@KemenkesRI @BudiGSadikin sesalkan rendahnya partisipasi lansia.
Pemerintah memasukkan Lansia sebagai prioritas sebagai bentuk kepedulian dan perhatian pemerintah atas kesehatan ortu kita. 
Yakinkan ortu kita untuk ikut vaksin, karena mereka layak hidup sehat dan bahagia. https://t.co/nwN08oeDdH",,,,,
